MSSubClass,LotFrontage,LotArea,Street,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,GarageYrBlt_missing_ind,LotFrontage_missing_ind,MasVnrArea_missing_ind,1stFlrSF_log,1stFlr_2ndFlr_SF,OverallGrade,SimplGarageQual
20,85.0,8500,2,4,4,3,5,3,1961,1961,203.0,3,3,3,3,3,600,1,0,635,1235,3,1235,0,0,1235,0,0,1,0,2,1,3,6,8,0,1961.0,2,480,3,3,2,0,0,0,0,0,0,0,12,2006,98600,0,0,0,7.118826249062078,1235,15,1
30,80.0,13360,2,3,4,3,5,7,1921,2006,0.0,3,4,4,3,5,713,1,0,163,876,5,964,0,0,964,1,0,1,0,2,1,3,5,8,0,1921.0,2,432,3,3,2,0,0,44,0,0,0,0,8,2009,163500,0,0,0,6.871091294610546,964,35,1
190,60.0,7200,2,4,4,3,6,6,1910,1998,0.0,3,3,3,2,3,1046,1,0,168,1214,5,1260,1031,0,2291,0,1,2,0,4,2,3,9,8,1,1900.0,2,506,3,3,2,0,0,0,0,99,0,0,11,2007,133900,0,0,0,7.138866999945524,2291,36,1
60,69.0,9337,2,3,4,3,6,5,1997,1997,0.0,3,4,4,3,6,648,1,0,176,824,5,905,881,0,1786,1,0,2,1,3,1,4,7,8,0,1997.0,2,684,3,3,2,0,162,0,0,0,0,0,5,2007,204750,0,0,0,6.807934943699926,1786,30,1
60,69.79733110925771,9765,2,2,4,3,6,8,1993,1993,68.0,5,4,4,4,5,310,1,0,370,680,4,680,790,0,1470,0,0,2,1,3,1,3,6,8,1,1993.0,2,420,3,3,2,232,63,0,0,0,0,480,4,2009,185000,0,1,0,6.522092798170152,1470,48,1
20,78.0,10264,2,3,4,3,7,5,1999,1999,183.0,4,3,4,3,5,1162,1,0,426,1588,5,1588,0,0,1588,0,0,2,0,3,1,4,6,8,0,1999.0,2,472,3,3,2,158,29,0,0,0,0,0,8,2006,214000,0,0,0,7.370230641807081,1588,35,1
20,73.0,10921,2,4,4,3,4,5,1965,1965,48.0,3,3,3,3,3,520,1,0,440,960,3,960,0,0,960,1,0,1,0,3,1,3,6,8,0,1965.0,1,432,3,3,1,120,0,0,0,0,0,0,5,2007,94750,0,0,0,6.866933284461882,960,20,1
30,85.0,10625,2,4,4,3,5,5,1920,1950,0.0,3,3,3,3,5,108,1,0,350,458,2,835,0,0,835,0,0,1,0,2,1,3,5,8,0,1920.0,1,366,2,3,2,0,0,77,0,0,0,400,5,2010,83000,0,0,0,6.727431724850855,835,25,1
20,77.0,9320,2,3,4,3,4,5,1959,1959,0.0,3,3,3,3,5,569,1,0,381,950,2,1225,0,0,1225,1,0,1,1,3,1,3,6,8,0,1900.0,0,0,0,0,2,352,0,0,0,0,0,400,1,2010,128950,1,0,0,7.110696122978827,1225,20,0
20,69.79733110925771,10603,2,3,4,3,6,7,1977,2001,28.0,3,3,3,3,5,1200,1,0,410,1610,4,1610,0,0,1610,1,0,2,0,3,1,4,6,8,2,1977.0,2,480,3,3,2,168,68,0,0,0,0,0,2,2010,205000,0,1,0,7.383989457978509,1610,42,1
60,77.0,9206,2,4,4,3,6,5,1985,1985,336.0,4,3,4,3,1,0,1,0,741,741,3,977,755,0,1732,0,0,2,1,3,1,4,7,8,1,1985.0,2,476,3,3,2,192,46,0,0,0,0,0,6,2010,178000,0,0,0,6.884486652042782,1732,30,1
90,64.0,7018,2,4,4,3,5,5,1979,1979,0.0,3,2,0,0,0,0,0,0,0,0,3,1535,0,0,1535,0,0,2,0,4,2,3,8,8,0,1979.0,2,410,3,3,2,0,0,0,0,0,0,0,6,2009,118964,0,0,0,7.336285660021297,1535,25,1
20,94.0,10402,2,3,4,3,7,5,2009,2009,0.0,3,3,4,3,1,0,1,0,1226,1226,5,1226,0,0,1226,0,0,2,0,3,1,4,6,8,0,2009.0,3,740,3,3,2,0,36,0,0,0,0,0,5,2010,198900,0,0,0,7.111512116496157,1226,35,1
50,69.79733110925771,7758,2,4,4,3,7,4,1931,1950,600.0,3,2,3,3,2,224,1,0,816,1040,5,1226,592,0,1818,0,0,1,1,4,1,3,7,8,2,1951.0,1,240,3,3,2,0,0,0,0,184,0,0,6,2007,169500,0,1,0,7.111512116496157,1818,28,1
60,75.0,9375,2,4,4,3,8,5,2003,2004,768.0,4,3,5,3,1,0,1,0,1053,1053,5,1053,939,0,1992,0,0,2,1,3,1,4,9,8,1,2003.0,2,648,3,3,2,140,45,0,0,0,0,0,8,2008,250000,0,0,0,6.959398512133975,1992,40,1
30,60.0,10800,2,4,4,3,4,7,1885,1995,0.0,3,3,2,3,1,0,1,0,641,641,4,1047,0,0,1047,0,0,1,0,2,1,3,6,8,0,1954.0,1,273,2,2,0,0,0,0,0,0,0,450,8,2007,100000,0,0,0,6.953684210870537,1047,28,1
20,50.0,6000,2,4,4,3,5,5,1948,1950,0.0,3,3,3,3,5,104,4,169,516,789,5,789,0,0,789,0,0,1,0,2,1,3,5,8,0,1948.0,1,250,3,3,2,0,0,0,0,0,0,0,4,2008,115000,0,0,0,6.670766320845874,789,25,1
50,85.0,8500,2,4,4,3,5,7,1919,2005,0.0,3,3,3,3,1,0,1,0,793,793,3,997,520,0,1517,0,0,2,0,3,1,2,7,8,0,1900.0,0,0,0,0,0,0,0,144,0,0,0,0,8,2007,115000,1,0,0,6.904750769961838,1517,35,0
20,105.0,11751,2,3,4,3,6,6,1977,1977,480.0,3,3,4,3,4,705,1,0,1139,1844,5,1844,0,0,1844,0,0,2,0,3,1,3,7,8,1,1977.0,2,546,3,3,2,0,122,0,0,0,0,0,1,2010,190000,0,0,0,7.519692404116539,1844,36,1
50,75.0,9525,2,4,4,3,6,4,1954,1972,0.0,3,3,3,2,3,444,1,0,550,994,4,1216,639,0,1855,0,0,2,0,4,1,3,7,8,0,1954.0,1,325,3,3,2,182,0,0,0,0,0,0,10,2006,136900,0,0,0,7.103322062526113,1855,24,1
80,69.79733110925771,7750,2,3,4,3,7,5,2000,2000,0.0,3,3,4,3,6,250,1,0,134,384,5,774,656,0,1430,0,0,2,1,3,1,3,7,8,1,2000.0,2,400,3,3,2,180,0,0,0,0,0,0,4,2010,180000,0,1,0,6.651571873589727,1430,35,1
60,77.0,9965,2,4,4,3,7,5,2007,2007,220.0,4,3,5,3,6,984,1,0,280,1264,5,1282,1414,0,2696,1,0,2,1,4,1,5,10,8,1,2007.0,3,792,3,3,2,120,184,0,0,168,0,0,10,2007,383970,0,0,0,7.156176637480615,2696,35,1
20,69.79733110925771,21000,2,4,4,3,6,5,1953,1953,184.0,3,4,4,3,5,35,3,869,905,1809,3,2259,0,0,2259,1,0,2,0,3,1,4,7,8,2,1953.0,2,450,3,3,2,166,120,192,0,0,0,0,10,2007,217000,0,1,0,7.7226775164680035,2259,30,1
70,61.0,7259,2,3,4,2,6,8,1945,2002,0.0,3,3,3,3,5,774,2,150,104,1028,5,1436,884,0,2320,1,0,2,1,3,1,4,9,8,1,1945.0,1,180,3,3,2,224,0,0,0,0,0,0,7,2007,259500,0,0,0,7.269616749608169,2320,48,1
160,34.0,3230,2,4,4,3,6,5,1999,1999,1129.0,3,3,4,3,6,419,1,0,310,729,4,729,729,0,1458,0,0,2,1,2,1,3,5,8,1,1999.0,2,440,3,3,2,0,32,0,0,0,0,0,6,2007,176000,0,0,0,6.591673732008658,1458,30,1
20,69.79733110925771,11616,2,4,4,3,5,5,1962,1962,116.0,3,3,3,3,2,170,4,670,252,1092,3,1092,0,0,1092,0,1,1,0,3,1,3,6,8,1,1962.0,1,288,3,3,2,0,20,144,0,0,0,0,9,2009,139000,0,1,0,6.9957661563048505,1092,25,1
20,74.0,8536,2,4,4,3,5,5,2006,2007,0.0,3,3,4,3,1,0,1,0,1125,1125,4,1125,0,0,1125,0,0,1,1,2,1,3,5,8,0,2007.0,2,430,3,3,2,80,64,0,0,0,0,0,4,2007,155000,0,0,0,7.025538314638521,1125,25,1
60,90.0,12376,2,4,4,3,7,5,1990,1990,0.0,3,3,4,3,6,1470,1,0,203,1673,4,1699,1523,0,3222,1,0,3,0,5,1,4,11,8,2,1990.0,3,594,3,3,2,367,0,0,0,0,0,0,5,2010,320000,0,0,0,7.4377951216719325,3222,35,1
60,65.0,8461,2,4,4,3,6,5,2005,2006,0.0,4,3,4,3,1,0,1,0,728,728,5,728,728,0,1456,0,0,2,1,3,1,4,8,8,1,2005.0,2,390,3,3,2,0,24,0,0,0,0,0,7,2006,163990,0,0,0,6.590301048196686,1456,30,1
80,69.79733110925771,21453,2,3,4,1,6,5,1969,1969,0.0,3,3,3,3,5,938,1,0,0,938,5,988,0,0,988,1,0,1,0,1,1,3,4,8,2,1969.0,2,540,3,3,2,0,130,0,130,0,0,0,10,2006,180000,0,1,0,6.895682697747868,988,30,1
50,50.0,6060,2,4,4,3,4,5,1939,1950,0.0,3,3,3,3,1,0,1,0,732,732,4,772,351,0,1123,0,0,1,0,3,1,3,4,8,0,1979.0,1,264,3,3,1,0,0,140,0,0,0,0,6,2007,100000,0,0,0,6.648984550024776,1123,20,1
20,75.0,9464,2,4,4,3,6,7,1958,1958,135.0,3,4,3,3,4,570,1,0,510,1080,4,1080,0,0,1080,0,0,1,0,3,1,3,5,8,0,1958.0,1,288,3,3,2,0,0,0,0,130,0,0,6,2008,136000,0,0,0,6.984716320118266,1080,42,1
120,55.0,7892,2,4,4,3,6,5,1993,1993,0.0,4,3,4,3,6,300,1,0,899,1199,5,1199,0,0,1199,0,0,2,0,2,1,4,5,8,0,1993.0,2,530,3,3,2,0,63,0,0,0,0,0,3,2008,153900,0,0,0,7.089243155027514,1199,30,1
20,48.0,17043,2,3,4,3,6,5,1979,1998,0.0,3,4,4,2,1,0,1,0,1362,1362,3,1586,0,0,1586,0,0,2,0,3,1,3,7,8,1,1979.0,2,435,3,3,2,192,0,0,0,0,0,0,1,2009,181000,0,0,0,7.368970402194793,1586,30,1
190,60.0,6780,2,4,4,3,6,8,1935,1982,0.0,3,2,3,3,6,490,1,0,30,520,4,520,0,234,754,1,0,1,0,2,1,3,5,8,0,1900.0,0,0,0,0,0,53,0,0,0,0,0,0,6,2006,84500,1,0,0,6.253828811575473,520,48,0
120,69.79733110925771,4928,2,3,4,3,6,5,1976,1976,0.0,3,3,4,3,5,120,1,0,958,1078,3,958,0,0,958,0,0,2,0,2,1,3,5,8,1,1977.0,2,440,3,3,2,0,205,0,0,0,0,0,2,2007,128000,0,1,0,6.86484777797086,958,30,1
45,55.0,4388,2,3,4,3,5,7,1930,1950,0.0,3,4,3,3,2,116,1,0,556,672,5,840,0,0,840,0,0,1,0,3,1,3,5,8,1,1900.0,0,0,0,0,0,0,0,0,0,0,0,0,6,2007,87000,1,0,0,6.733401891837359,840,35,0
60,69.0,7590,2,4,4,3,6,5,1966,1966,266.0,3,3,3,3,4,512,1,0,148,660,3,660,688,0,1348,0,0,1,1,3,1,3,6,8,1,1966.0,2,453,3,3,2,188,108,0,0,0,0,0,7,2006,155000,0,0,0,6.492239835020471,1348,30,1
20,69.0,8973,2,4,4,3,5,7,1958,1991,85.0,3,3,3,3,3,567,4,28,413,1008,3,1053,0,0,1053,0,1,1,1,3,1,5,6,8,0,1998.0,2,750,3,3,2,0,80,0,180,0,0,0,7,2006,150000,0,0,0,6.959398512133975,1053,35,1
60,88.0,14200,2,4,4,3,7,6,1966,1966,309.0,3,3,3,3,3,445,1,0,479,924,5,1216,941,0,2157,0,0,2,1,4,1,4,8,8,2,1966.0,2,487,3,3,2,105,66,0,0,0,0,0,5,2006,226000,0,0,0,7.103322062526113,2157,42,1
60,69.79733110925771,12224,2,3,4,3,6,5,2000,2000,40.0,4,3,4,3,6,695,1,0,297,992,5,1022,1032,0,2054,1,0,2,1,3,1,4,7,8,1,2000.0,2,390,3,3,2,24,48,0,0,0,0,0,7,2009,244000,0,1,0,6.92951677076365,2054,30,1
20,75.0,7388,2,4,4,3,5,6,1959,2002,0.0,3,3,3,3,3,405,1,0,658,1063,4,1327,0,0,1327,1,0,1,0,3,1,4,7,8,0,1974.0,2,624,3,3,2,0,0,0,0,0,0,0,7,2007,150750,0,0,0,7.190676034332207,1327,30,1
20,69.79733110925771,6853,2,3,4,3,8,5,2001,2002,136.0,4,3,5,3,6,1005,1,0,262,1267,5,1296,0,0,1296,1,0,2,0,2,1,4,6,8,0,2001.0,2,471,3,3,2,192,25,0,0,0,0,0,6,2009,220000,0,1,0,7.16703787691222,1296,40,1
20,78.0,10335,2,3,4,3,5,6,1968,1993,0.0,3,3,3,3,3,570,1,0,891,1461,4,1721,0,0,1721,0,0,2,1,3,1,3,7,7,1,1968.0,2,440,3,3,2,0,96,180,0,0,0,0,7,2006,180000,0,0,0,7.450660796211539,1721,30,1
20,80.0,10400,2,4,4,3,7,6,1970,1970,288.0,3,3,3,3,1,0,1,0,1304,1304,4,1682,0,0,1682,0,0,2,0,3,1,3,7,8,1,1970.0,2,530,3,3,2,98,0,0,0,0,0,0,5,2008,174000,0,0,0,7.427738840532894,1682,42,1
20,69.79733110925771,10355,2,3,4,3,5,5,1967,1967,196.0,3,3,3,3,4,695,1,0,519,1214,3,1214,0,0,1214,0,0,2,0,3,1,3,5,8,1,1967.0,1,318,3,3,2,0,111,0,0,0,0,0,7,2007,143000,0,1,0,7.101675971619444,1214,25,1
90,82.0,11070,2,4,4,3,7,5,1988,1989,70.0,3,3,3,3,1,0,1,0,1907,1907,4,1959,0,0,1959,0,0,3,0,5,2,3,9,8,0,1989.0,3,766,3,3,2,0,0,0,0,0,0,0,7,2006,171000,0,0,0,7.580189417944541,1959,35,1
60,73.0,9066,2,3,4,3,8,5,1999,2000,320.0,4,3,4,3,6,668,1,0,336,1004,5,1004,848,0,1852,0,0,2,1,3,1,4,7,8,2,1999.0,3,660,3,3,2,224,106,0,0,0,0,0,12,2008,230000,0,0,0,6.911747300251674,1852,40,1
60,65.0,15426,2,3,4,3,6,5,1997,1997,0.0,3,3,4,3,6,821,1,0,107,928,5,928,836,0,1764,1,0,2,1,3,1,4,7,8,0,1997.0,2,470,3,3,2,276,99,0,0,0,0,0,8,2009,231500,0,0,0,6.833031732786201,1764,30,1
20,70.0,10500,2,4,4,3,4,5,1971,1971,0.0,3,3,3,3,5,432,1,0,432,864,3,864,0,0,864,0,0,1,0,3,1,3,5,8,1,1900.0,0,0,0,0,2,0,0,0,0,0,0,0,4,2010,115000,1,0,0,6.761572768804055,864,20,0
20,78.0,11645,2,4,4,3,7,5,2005,2005,0.0,4,3,4,3,6,1300,1,0,434,1734,5,1734,0,0,1734,1,0,2,0,3,1,4,7,8,0,2005.0,2,660,3,3,2,160,24,0,0,0,0,0,1,2006,260000,0,0,0,7.458186157340487,1734,35,1
50,71.0,8520,2,4,4,3,5,4,1952,1952,0.0,3,2,3,3,3,507,1,0,403,910,2,910,475,0,1385,0,0,2,0,4,1,3,6,8,0,2000.0,2,720,3,3,2,0,0,0,0,0,0,0,6,2010,166000,0,0,0,6.813444599510896,1385,20,1
20,78.0,10335,2,3,4,3,7,5,1999,1999,183.0,4,3,4,3,6,679,1,0,811,1490,5,1501,0,0,1501,1,0,2,0,3,1,4,6,8,0,1999.0,2,577,3,3,2,144,29,0,0,0,0,0,6,2009,204000,0,0,0,7.313886831633462,1501,35,1
90,70.0,9100,2,4,4,3,5,5,1963,1963,336.0,3,3,3,3,3,1332,1,0,396,1728,3,1728,0,0,1728,1,0,2,0,6,2,3,10,8,0,1963.0,2,504,3,3,2,0,0,0,0,0,0,0,11,2006,125000,0,0,0,7.454719949364001,1728,25,1
160,24.0,2522,2,4,4,3,6,5,2004,2006,50.0,4,3,4,3,1,0,1,0,970,970,5,970,739,0,1709,0,0,2,0,3,1,4,7,4,0,2004.0,2,380,3,3,2,0,40,0,0,0,0,0,4,2006,130000,0,0,0,6.877296071497429,1709,30,1
30,51.0,6120,2,4,4,3,5,7,1931,1993,0.0,3,3,3,3,4,209,1,0,506,715,3,875,0,0,875,1,0,1,0,2,1,3,5,8,0,1931.0,1,180,2,3,2,48,0,0,0,0,0,0,11,2009,105000,0,0,0,6.774223886357614,875,35,1
60,69.79733110925771,9505,2,3,4,3,7,5,2001,2001,180.0,4,3,4,3,1,0,1,0,884,884,5,884,1151,0,2035,0,0,2,1,3,1,4,8,8,1,2001.0,2,434,3,3,2,144,48,0,0,0,0,0,5,2010,222500,0,1,0,6.784457062637643,2035,35,1
20,63.0,7500,2,4,4,3,7,5,2004,2005,120.0,3,3,4,3,6,680,1,0,400,1080,5,1080,0,0,1080,1,0,1,0,3,1,4,6,8,0,1900.0,0,0,0,0,2,0,0,0,0,0,0,0,4,2008,141000,1,0,0,6.984716320118266,1080,35,0
50,69.79733110925771,6240,2,4,4,3,5,4,1936,1950,0.0,3,3,4,3,1,0,1,0,896,896,4,896,448,0,1344,0,0,1,0,3,1,3,7,8,0,1936.0,1,240,2,3,2,200,114,0,0,0,0,0,4,2006,115000,0,1,0,6.79794041297493,1344,20,1
20,120.0,10356,2,4,4,3,5,6,1975,1975,0.0,3,3,3,3,4,716,1,0,253,969,3,969,0,0,969,0,0,1,1,3,1,3,5,8,0,1975.0,2,440,3,3,2,0,0,0,0,0,0,0,1,2007,122000,0,0,0,6.876264611890766,969,30,1
20,107.0,13891,2,4,4,3,8,5,2007,2008,436.0,4,3,5,3,6,1400,1,0,310,1710,5,1710,0,0,1710,1,0,2,0,2,1,4,6,8,1,2007.0,3,866,3,3,2,0,102,0,0,0,0,0,1,2008,372402,0,0,0,7.444248649496705,1710,40,1
60,69.79733110925771,14803,2,3,4,3,6,5,1971,1971,252.0,3,3,3,3,3,416,1,0,409,825,4,1097,896,0,1993,0,0,2,1,4,1,3,8,8,1,1971.0,2,495,3,3,2,0,66,0,0,0,0,0,6,2006,190000,0,1,0,7.00033446027523,1993,30,1
20,69.79733110925771,13500,2,4,4,3,6,7,1960,1975,0.0,3,3,4,3,4,429,5,1080,93,1602,4,1252,0,0,1252,1,0,1,0,1,1,3,4,8,1,1960.0,2,564,3,3,2,409,0,0,0,0,0,0,3,2008,235000,0,1,0,7.132497551660044,1252,42,1
30,84.0,11340,2,4,4,3,6,5,1923,1950,0.0,3,3,3,3,1,0,1,0,1200,1200,3,1200,0,0,1200,0,0,1,0,4,1,3,7,8,0,1923.0,1,312,2,2,2,0,0,228,0,0,0,0,3,2006,125000,0,0,0,7.090076835776092,1200,30,1
50,60.0,9600,2,4,4,3,6,5,1924,1950,0.0,3,3,3,3,1,0,1,0,572,572,2,572,524,0,1096,0,0,1,0,2,1,3,5,8,0,1900.0,0,0,0,0,0,0,8,128,0,0,0,0,4,2008,79000,1,0,0,6.349138991379798,1096,30,0
20,60.0,7200,2,4,4,3,5,7,1950,1950,0.0,3,3,0,0,0,0,0,0,0,0,3,1040,0,0,1040,0,0,1,0,2,1,3,5,8,0,1950.0,2,625,3,3,2,0,0,0,0,0,0,0,6,2006,109500,0,0,0,6.946975992135418,1040,35,1
60,92.0,12003,2,4,4,3,8,5,2009,2010,84.0,4,3,5,3,1,0,1,0,774,774,5,774,1194,0,1968,0,0,2,1,4,1,5,8,8,1,2009.0,3,680,3,3,2,0,75,0,0,0,0,0,5,2010,269500,0,0,0,6.651571873589727,1968,40,1
60,100.0,12552,2,4,4,3,7,5,2004,2005,0.0,4,3,4,3,6,222,1,0,769,991,5,991,956,0,1947,0,0,2,1,3,1,4,8,8,1,2004.0,2,678,3,3,2,0,136,0,0,0,0,0,5,2010,254900,0,0,0,6.898714534329988,1947,35,1
60,134.0,19378,2,3,4,3,7,5,2005,2006,456.0,4,3,4,3,6,57,1,0,1335,1392,5,1392,1070,0,2462,1,0,2,1,4,1,4,9,8,1,2006.0,2,576,3,3,2,239,132,0,168,0,0,0,3,2006,320000,0,0,0,7.238496840894365,2462,35,1
20,69.79733110925771,11120,2,3,4,3,6,6,1984,1984,0.0,3,3,4,3,4,660,1,0,572,1232,3,1232,0,0,1232,0,0,2,0,3,1,3,6,8,0,1984.0,2,516,3,3,2,0,0,0,0,0,0,0,6,2008,162500,0,1,0,7.116394144093465,1232,36,1
60,110.0,13688,2,3,4,3,9,5,2003,2004,664.0,4,3,5,3,6,1016,1,0,556,1572,5,1572,1096,0,2668,1,0,2,1,3,1,5,10,8,2,2003.0,3,726,3,3,2,400,0,0,0,0,0,0,3,2008,412500,0,0,0,7.360103972989152,2668,45,1
20,95.0,12182,2,4,4,3,7,5,2005,2005,226.0,4,3,4,3,4,1201,1,0,340,1541,5,1541,0,0,1541,0,0,2,0,3,1,4,7,8,1,2005.0,2,532,3,3,2,0,70,0,0,0,0,0,5,2010,220000,0,0,0,7.340186835320115,1541,35,1
45,55.0,5500,2,4,4,3,4,6,1956,1956,0.0,3,3,3,3,1,0,1,0,882,882,5,882,0,0,882,0,0,1,0,1,1,3,4,8,0,1900.0,0,0,0,0,2,0,0,0,0,0,0,0,4,2007,103200,1,0,0,6.782192056006791,882,24,0
40,40.0,5400,2,4,4,3,6,7,1926,2004,0.0,3,4,3,3,2,370,1,0,779,1149,4,1149,467,0,1616,0,0,2,0,3,1,4,5,8,0,1926.0,1,216,3,3,2,0,0,183,0,0,0,0,10,2007,152000,0,0,0,7.046647277848756,1616,42,1
190,62.0,10106,2,4,4,3,5,7,1940,1999,0.0,3,4,3,3,5,351,3,181,112,644,4,808,547,0,1355,1,0,2,0,4,2,3,6,8,0,1900.0,0,0,0,0,2,140,0,0,0,0,0,0,9,2008,127500,1,0,0,6.694562058521095,1355,35,0
20,69.79733110925771,10708,2,3,4,3,5,5,1955,1993,0.0,4,3,3,3,2,379,4,768,470,1617,5,1867,0,0,1867,1,0,1,0,2,1,3,7,8,3,1955.0,1,303,3,3,2,476,0,0,0,142,0,0,11,2009,190000,0,1,0,7.532088143541722,1867,25,1
60,86.0,10562,2,4,4,3,8,5,2007,2007,300.0,4,3,5,3,6,1288,1,0,294,1582,5,1610,551,0,2161,1,0,1,1,3,1,5,8,8,1,2007.0,3,789,3,3,2,178,120,0,0,0,0,0,11,2007,325624,0,0,0,7.383989457978509,2161,40,1
60,62.0,8244,2,3,4,3,7,5,2004,2004,0.0,4,3,4,3,1,0,1,0,840,840,5,840,880,0,1720,0,0,2,1,3,1,4,7,8,1,2004.0,2,440,3,3,2,100,48,0,0,0,0,0,5,2007,183500,0,0,0,6.733401891837359,1720,35,1
20,69.79733110925771,16669,2,3,4,3,8,6,1981,1981,653.0,4,3,4,3,1,0,1,0,1686,1686,3,1707,0,0,1707,0,0,2,1,2,1,3,6,8,1,1981.0,2,511,3,3,2,574,64,0,0,0,0,0,1,2006,228000,0,1,0,7.442492722794441,1707,48,1
50,69.79733110925771,12358,2,3,4,3,5,6,1941,1950,0.0,3,3,3,3,3,360,1,0,360,720,3,854,0,528,1382,0,0,1,1,2,1,3,7,8,0,1991.0,2,660,3,3,2,237,0,0,0,0,0,0,5,2007,128500,0,1,0,6.74993119378857,854,30,1
20,141.0,31770,2,3,4,3,6,5,1960,1960,112.0,3,3,3,4,4,639,1,0,441,1080,2,1656,0,0,1656,1,0,1,0,3,1,3,7,8,2,1960.0,2,528,3,3,1,210,62,0,0,0,0,0,5,2010,215000,0,0,0,7.412160334945205,1656,30,1
160,44.0,5306,2,3,4,3,7,7,1987,1987,0.0,4,4,4,4,6,495,3,215,354,1064,4,1064,703,0,1767,1,0,2,0,2,1,4,5,8,1,1987.0,2,504,4,3,2,441,35,0,0,0,0,0,6,2006,239000,0,0,0,6.96979066990159,1767,49,2
20,80.0,10197,2,3,4,3,6,5,1961,1961,491.0,3,3,3,3,5,288,3,374,700,1362,3,1362,0,0,1362,1,0,1,1,3,1,3,6,8,1,1961.0,2,504,3,3,2,0,20,0,0,0,0,0,6,2008,163000,0,0,0,7.216709486709457,1362,30,1
20,47.0,12416,2,3,4,3,6,5,1986,1986,132.0,3,3,4,2,5,1398,2,208,0,1606,3,1651,0,0,1651,1,0,2,0,3,1,3,7,6,1,1986.0,2,616,3,3,2,192,0,0,0,0,0,0,11,2008,184000,0,0,0,7.409136443920128,1651,30,1
20,84.0,12615,2,4,4,3,6,7,1950,2001,0.0,3,3,3,4,5,477,1,0,725,1202,3,2158,0,0,2158,1,0,2,0,4,1,4,7,8,1,1950.0,2,576,3,3,2,0,29,39,0,0,0,0,6,2007,243000,0,0,0,7.67693714581808,2158,42,1
60,97.0,10029,2,3,4,3,6,5,1988,1989,268.0,4,3,4,3,6,831,1,0,320,1151,3,1164,896,0,2060,0,1,2,1,4,1,3,8,8,1,1988.0,2,521,3,3,2,0,228,0,0,192,0,0,9,2007,211000,0,0,0,7.059617628291383,2060,30,1
50,69.79733110925771,13650,2,4,4,3,5,5,1958,1958,0.0,4,4,3,3,5,57,4,441,554,1052,5,1252,668,0,1920,1,0,2,0,4,1,4,8,8,1,1958.0,2,451,3,3,2,0,0,0,0,0,0,0,7,2006,172500,0,1,0,7.132497551660044,1920,25,1
20,63.0,17423,2,3,4,3,9,5,2008,2009,748.0,5,3,5,3,6,1904,1,0,312,2216,5,2234,0,0,2234,1,0,2,0,1,1,5,9,8,1,2009.0,3,1166,3,3,2,0,60,0,0,0,0,0,7,2009,501837,0,0,0,7.711548979629146,2234,45,1
30,60.0,8520,2,4,4,3,5,6,1923,2006,0.0,4,3,3,3,1,0,1,0,968,968,3,968,0,0,968,0,0,1,0,2,1,3,5,8,0,1935.0,2,480,2,3,0,0,0,184,0,0,0,0,7,2007,100000,0,0,0,6.875232087276577,968,30,1
160,69.79733110925771,2117,2,4,4,3,6,5,2000,2000,456.0,4,3,4,3,6,436,1,0,320,756,5,769,756,0,1525,0,0,2,1,3,1,4,5,8,1,2000.0,2,440,3,3,2,0,0,0,0,0,0,0,6,2007,177000,0,1,0,6.645090969505644,1525,30,1
70,54.0,7588,2,4,4,3,7,6,1920,1950,0.0,3,3,2,3,2,352,1,0,441,793,4,901,901,0,1802,0,0,1,1,4,1,3,9,8,1,1920.0,1,216,2,3,2,0,0,40,0,0,0,0,7,2006,200100,0,0,0,6.803505257608338,1802,42,1
20,60.0,9060,2,4,4,3,5,6,1957,2006,98.0,3,3,0,0,0,0,0,0,0,0,5,1340,0,0,1340,0,0,1,0,3,1,3,7,8,1,1957.0,1,252,3,3,2,116,0,0,180,0,0,0,6,2007,120000,0,0,0,7.200424892944957,1340,30,1
50,63.0,11426,2,4,4,3,7,5,2003,2003,0.0,3,3,4,3,1,0,1,0,1362,1362,5,1362,720,0,2082,0,0,2,1,3,1,4,6,5,0,2003.0,2,484,3,3,0,280,238,0,0,0,0,0,6,2008,200000,0,0,0,7.216709486709457,2082,35,1
50,92.0,7438,2,3,4,3,5,8,1908,1991,0.0,3,3,2,3,1,0,1,0,504,504,4,936,316,0,1252,0,0,1,0,3,1,3,5,8,0,1986.0,2,576,3,3,2,104,0,0,0,0,0,0,6,2006,127000,0,0,0,6.841615476477592,1252,40,1
75,90.0,22950,2,2,4,3,10,9,1892,1993,0.0,4,4,3,3,1,0,1,0,1107,1107,5,1518,1518,572,3608,0,0,2,1,4,1,5,12,8,2,1993.0,3,840,5,3,2,0,260,0,0,410,0,0,6,2006,475000,0,0,0,7.325148957955575,3036,90,2
